image_id,R,G,B,gray,grad_mag,grad_dir,laplacian,local_std,x_norm,y_norm,is_edge
100075,0.19607843,0.2901961,0.23921569,0.24183007,0.049601644,1.929567,0.05751638,0.025494875,0.8020833333333334,0.571875,1
100075,0.20392157,0.25490198,0.1764706,0.21176471,0.21418668,1.4097323,0.2013072,0.10658807,0.29375,0.971875,1
100075,0.25490198,0.28627452,0.19607843,0.24575163,0.15231352,0.60474116,0.12026146,0.053530235,0.9166666666666666,0.609375,1
100075,0.19215687,0.23921569,0.18431373,0.20522876,0.016262703,2.6113763,0.10718955,0.036279947,0.31875,0.79375,1
100075,0.23529412,0.26666668,0.20784314,0.23660131,0.1020892,-0.19553688,0.019607872,0.03284763,0.31875,0.7875,1
100075,0.09803922,0.14901961,0.12156863,0.12287582,0.03267617,-1.1270137,0.011764683,0.02742656,0.7708333333333334,0.7625,1
100075,0.12941177,0.1764706,0.13725491,0.14771242,0.23757787,0.19260328,0.21699347,0.09043106,0.8645833333333334,0.5875,1
100075,0.21960784,0.39607844,0.41568628,0.34379086,0.23470856,-1.7301843,0.18039216,0.07747321,0.8041666666666667,0.734375,1
100075,0.35686275,0.41960785,0.38039216,0.38562092,0.2902531,1.6994929,0.16732028,0.15736909,0.9208333333333332,0.334375,1
100075,0.7411765,0.73333335,0.6745098,0.7163399,0.50588464525,1.9504614,0.34379098,0.17737551,0.76875,0.359375,1
100075,0.24705882,0.36078432,0.34117648,0.31633988,0.1574038,2.146012,0.1620915,0.11145989,0.3375,0.315625,1
100075,0.62352943,0.62352943,0.5764706,0.60784316,0.50588464525,1.4592613,0.027451009,0.19797096,0.4041666666666667,0.340625,1
100075,0.26666668,0.38039216,0.37254903,0.3398693,0.0919957,0.38831875,0.064052284,0.104535386,0.325,0.31875,1
100075,0.16470589,0.2901961,0.2784314,0.24444444,0.14289473,-1.257611,0.03398691,0.04209643,0.9270833333333334,0.690625,1
100075,0.13725491,0.23529412,0.21176471,0.19477125,0.113814235,-0.046774257,0.019607812,0.0561746,0.7895833333333333,0.64375,1
100075,0.20392157,0.2901961,0.24313726,0.24575163,0.06531292,1.9581803,0.0013071597,0.0346974,0.8041666666666667,0.5625,1
100075,0.19607843,0.28627452,0.22352941,0.23529412,0.10385527,1.9426525,0.040522903,0.048211746,0.2125,0.571875,1
100075,0.07450981,0.16078432,0.15294118,0.12941177,0.15551898,0.39263737,0.18300655,0.050762963,0.625,0.725,1
100075,0.28627452,0.4,0.41568628,0.36732027,0.15284118,1.170892,0.15294117,0.118374154,0.3166666666666666,0.328125,1
100075,0.14509805,0.24313726,0.21960784,0.20261438,0.17631331,0.85919386,0.06797388,0.053940333,0.5125,0.8625,1
100075,0.101960786,0.21960784,0.22745098,0.18300654,0.2527568,2.0138988,0.16732028,0.07333142,0.6333333333333333,0.73125,1
100075,0.25490198,0.40784314,0.3882353,0.3503268,0.25749058,3.1115267,0.13202615,0.09292795,0.0958333333333333,0.53125,1
100075,0.20392157,0.3882353,0.3647059,0.31895426,0.028209329,-1.1839206,0.108496726,0.064420864,0.0854166666666666,0.5125,1
100075,0.3019608,0.3764706,0.3529412,0.34379086,0.32405,1.261321,0.29673204,0.15076919,0.5229166666666667,0.30625,1
100075,0.19607843,0.39215687,0.34509805,0.31111112,0.08507209,-1.8061202,0.013071895,0.043302882,0.1,0.3375,0
100075,0.2627451,0.35686275,0.30588236,0.30849674,0.060722366,-2.9410722,0.06797385,0.032378215,0.81875,0.80625,0
100075,0.21960784,0.23137255,0.1882353,0.2130719,0.045010306,-0.4444192,0.0496732,0.026950391,0.8854166666666666,0.715625,0
100075,0.16078432,0.2784314,0.23921569,0.22614379,0.10162042,1.470654,0.15816996,0.05364091,0.6416666666666667,0.846875,0
100075,0.27450982,0.36862746,0.31764707,0.32026145,0.07474769,-2.7707014,0.12810457,0.038685217,0.9,0.1125,0
100075,0.101960786,0.16078432,0.13333334,0.13202615,0.043492336,-2.0195198,0.062745094,0.028092818,0.2583333333333333,0.6,0
100075,0.36862746,0.45490196,0.40392157,0.40915033,0.076297216,1.3535029,0.0496732,0.021528373,0.49375,0.121875,0
100075,0.41568628,0.48235294,0.4117647,0.4366013,0.13801055,1.7970698,0.040522903,0.045661803,0.0479166666666666,0.034375,0
100075,0.2627451,0.4509804,0.4509804,0.3882353,0.1148643,-1.4610693,0.14379084,0.043328945,0.3520833333333333,0.778125,0
100075,0.21176471,0.34117648,0.3137255,0.2888889,0.0241893,-1.5707964,0.02352941,0.021698492,0.58125,0.21875,0
100075,0.25882354,0.38039216,0.34901962,0.32941177,0.075705945,-0.8940594,0.07189542,0.028396111,0.15,0.134375,0
100075,0.25490198,0.4862745,0.5176471,0.41960788,0.09454769,-1.6373645,0.11633998,0.049159944,0.2041666666666666,0.815625,0
100075,0.56078434,0.4509804,0.29803923,0.4366013,0.070323914,-0.4482637,0.06666663,0.050946627,0.5708333333333333,0.503125,0
100075,0.5686275,0.6117647,0.5803922,0.5869281,0.14558826,2.1670938,0.030065358,0.071951725,0.7520833333333333,0.984375,0
100075,0.23529412,0.23921569,0.18431373,0.21960784,0.092475295,2.0789113,0.040522873,0.048373356,0.2895833333333333,0.63125,0
100075,0.56078434,0.4745098,0.32156864,0.45228758,0.08676109,-0.06137493,0.032679677,0.049500078,0.8,0.40625,0
100075,0.2,0.3764706,0.35686275,0.31111112,0.024525614,-1.9549657,0.020915031,0.008102748,0.3041666666666666,0.284375,0
100075,0.25490198,0.37254903,0.3254902,0.31764707,0.06428713,2.0647378,0.0065359473,0.022471715,0.9,0.321875,0
100075,0.13725491,0.36078432,0.39607844,0.29803923,0.07516298,-1.7454686,0.13333333,0.037976522,0.1583333333333333,0.846875,0
100075,0.09019608,0.16470589,0.14901961,0.13464053,0.011771022,0.1651487,0.02352941,0.026792765,0.4458333333333333,0.765625,0
100075,0.15686275,0.2627451,0.22745098,0.21568628,0.07699649,-1.9641376,0.015686274,0.02208174,0.7895833333333333,0.171875,0
100075,0.24313726,0.42352942,0.42352942,0.3633987,0.030366968,2.6066377,0.054901958,0.014285877,0.8333333333333334,0.6625,0
100075,0.25490198,0.27058825,0.20392157,0.24313726,0.08200139,-2.0423594,0.13071893,0.04670087,0.14375,0.440625,0
100075,0.5764706,0.5019608,0.3764706,0.48496732,0.045367684,-1.1883101,0.3490196,0.058382034,0.425,0.5625,0
100075,0.23137255,0.43137255,0.4117647,0.35816994,0.014104664,-1.0303769,0.007843137,0.018114593,0.84375,0.65625,0
100075,0.4,0.35686275,0.23921569,0.33202615,0.09401894,2.7285929,0.10457516,0.046553463,0.4729166666666666,0.5625,0
100075,0.4509804,0.52156866,0.46666667,0.4797386,0.16209216,1.3511562,0.0732027,0.044838205,0.5666666666666667,0.971875,0
100075,0.5254902,0.44705883,0.31764707,0.4300654,0.22721262,-2.1989665,0.016993612,0.0739874,0.25625,0.4375,0
100075,0.4392157,0.4862745,0.43137255,0.45228758,0.21242672,-1.5912948,0.1320262,0.09289607,0.54375,0.0875,0
100075,0.23529412,0.39607844,0.38039216,0.3372549,0.045176394,0.7551044,0.010457516,0.020117357,0.79375,0.278125,0
100075,0.12941177,0.25882354,0.23137255,0.20653595,0.018062785,-1.7051178,0.020915031,0.011311611,0.9104166666666668,0.096875,0
100075,0.5294118,0.5803922,0.5529412,0.5542484,0.036544245,1.690226,0.06535947,0.03373207,0.8666666666666667,0.846875,0
100075,0.65882355,0.5254902,0.3882353,0.52418303,0.23025982,-1.3462023,0.018300623,0.06592656,0.5125,0.434375,0
100075,0.5019608,0.42352942,0.28627452,0.4039216,0.1690138,-2.9835029,0.115032524,0.07325785,0.3895833333333333,0.571875,0
100075,0.62352943,0.50980395,0.3764706,0.503268,0.3155235,-1.8440413,0.043137282,0.094205864,0.4208333333333333,0.41875,0
100075,0.33333334,0.36862746,0.25490198,0.31895426,0.13132274,1.4674621,0.26666665,0.060617466,0.6520833333333333,0.98125,0
100075,0.4627451,0.5137255,0.47843137,0.48496732,0.13590859,1.7933266,0.005228728,0.0811101,0.5520833333333334,0.040625,0
100075,0.23137255,0.4627451,0.49411765,0.39607844,0.021743478,-1.0074801,0.07189542,0.01443375,0.09375,0.296875,0
100075,0.2901961,0.2901961,0.19607843,0.25882354,0.11698624,0.54325646,0.028758138,0.047652982,0.60625,0.659375,0
100075,0.23137255,0.38431373,0.37254903,0.32941177,0.027723936,0.51048833,0.0065359473,0.017588506,0.0375,0.16875,0
100075,0.2627451,0.36862746,0.30980393,0.3137255,0.034758605,-1.4170889,0.014379084,0.019742962,0.075,0.1,0
100075,0.3764706,0.30980393,0.2,0.29542485,0.09830503,0.044305958,0.027450979,0.031513296,0.9395833333333332,0.46875,0
100075,0.5372549,0.4392157,0.28235295,0.41960785,0.21174142,-0.33042085,0.0653595,0.05888624,0.5395833333333333,0.55625,0
100075,0.3137255,0.25490198,0.14117648,0.23660131,0.115390845,-1.3553108,0.19869284,0.05981003,0.45625,0.65,0
100075,0.65882355,0.54901963,0.45490196,0.5542484,0.13998733,1.6677141,0.060130715,0.05455874,0.6729166666666667,0.409375,0
100075,0.25490198,0.40784314,0.40392157,0.35555556,0.09892212,-1.3388656,0.02352941,0.025914868,0.3270833333333333,0.30625,0
100075,0.36078432,0.36078432,0.25882354,0.3267974,0.017443154,-0.58800256,0.09542483,0.067850344,0.1270833333333333,0.4625,0
100075,0.4117647,0.4627451,0.38431373,0.41960785,0.07483845,-2.1067812,0.23921567,0.06998643,0.9791666666666666,0.890625,0
100075,0.12156863,0.16470589,0.14117648,0.14248367,0.01231519,2.3561945,0.058823533,0.039006528,0.2479166666666666,0.909375,0
100075,0.19607843,0.28235295,0.23529412,0.2379085,0.037685666,0.7309065,0.030065373,0.04313005,0.7666666666666667,0.7875,0
100075,0.19215687,0.24705882,0.18039216,0.20653595,0.0058456087,-0.4266275,0.043137252,0.025761897,0.75625,0.55,0
100075,0.8784314,0.6784314,0.5568628,0.70457524,0.048465546,2.0255153,0.0326795,0.042830504,0.3166666666666666,0.35,0
100075,0.16470589,0.4745098,0.53333336,0.39084968,0.029379824,1.8717171,0.041830122,0.025006544,0.2354166666666666,0.7125,0
100075,0.85882354,0.6862745,0.5803922,0.70849675,0.46106866,-0.9178517,0.3895426,0.12986916,0.45625,0.409375,0
100075,0.8509804,0.7607843,0.69803923,0.76993465,0.22369546,-2.121601,0.082352936,0.112156115,0.75,0.04375,0
100075,0.58431375,0.5058824,0.4,0.49673203,0.04630214,2.0250983,0.06535959,0.03901784,0.8854166666666666,0.553125,0
100075,0.15294118,0.30588236,0.29411766,0.2509804,0.012615596,1.4940245,0.0496732,0.015235578,0.5895833333333333,0.2375,0
100075,0.28627452,0.27058825,0.17254902,0.24313726,0.034542475,-0.64630234,0.006535992,0.025580503,0.3041666666666666,0.759375,0
100075,0.13725491,0.33333334,0.36078432,0.2771242,0.09393426,-0.041213762,0.25490195,0.040014397,0.85,0.690625,0
100075,0.47058824,0.5254902,0.46666667,0.48758173,0.10017289,1.2001553,0.053594887,0.04584695,0.0791666666666666,0.06875,0
100080,0.6117647,0.5921569,0.46666667,0.5568628,0.03083575,2.2191277,0.12156862,0.043923266,0.65,0.4041666666666667,1
100080,0.41960785,0.45882353,0.49803922,0.45882353,0.037359837,1.4909669,0.010457486,0.010496628,0.5,0.2916666666666667,1
100080,0.4117647,0.4509804,0.4862745,0.4496732,0.047399826,1.428899,0.0,0.011537421,0.40625,0.2916666666666667,1
100080,0.5254902,0.5529412,0.39215687,0.49019608,0.09711217,1.0040673,0.04575157,0.023569372,0.578125,0.3979166666666666,1
100080,0.40392157,0.44313726,0.47843137,0.44183007,0.041509718,1.7329952,0.010457516,0.012206421,0.7125,0.2895833333333333,1
100080,0.5019608,0.52156866,0.39607844,0.47320268,0.1797987,-0.6443296,0.031372756,0.03786443,0.15,0.7875,1
100080,0.41568628,0.4627451,0.50980395,0.4627451,0.049952712,1.5260502,0.0039215684,0.011995854,0.559375,0.2916666666666667,1
100080,0.40784314,0.45882353,0.49411765,0.45359477,0.037359837,1.6506258,0.018300682,0.010186108,0.496875,0.2916666666666667,1
100080,0.4,0.3882353,0.3137255,0.36732027,0.13711496,2.7338479,0.061437905,0.07040802,0.553125,0.81875,1
100080,0.29411766,0.32941177,0.24705882,0.2901961,0.30746028,2.08213,0.0013072044,0.061891332,0.284375,0.85625,1
100080,0.34901962,0.34901962,0.25490198,0.31764707,0.37624937,-0.14301687,0.074509814,0.083697826,0.784375,0.8083333333333333,1
100080,0.53333336,0.5647059,0.4117647,0.503268,0.10752222,1.3897043,0.06535953,0.031066116,0.525,0.4020833333333333,1
100080,0.5294118,0.5294118,0.39607844,0.48496735,0.160732,1.2842216,0.07058817,0.05949547,0.60625,0.3875,1
100080,0.47843137,0.45490196,0.3529412,0.42875817,0.23009153,-0.27874428,0.10457516,0.059981383,0.753125,0.6875,1
100080,0.5921569,0.5764706,0.43137255,0.53333336,0.14273283,2.8231428,0.09411767,0.03064281,0.646875,0.3979166666666666,1
100080,0.41568628,0.45490196,0.5019608,0.45751634,0.04400092,1.6216,0.002614379,0.012216793,0.575,0.2916666666666667,1
100080,0.40784314,0.4509804,0.4745098,0.44444445,0.028459383,1.6756734,0.0013071895,0.009127562,0.596875,0.2895833333333333,1
100080,0.3372549,0.3372549,0.23529412,0.303268,0.3829905,-0.14244714,0.0745098,0.08999186,0.784375,0.80625,1
100080,0.4509804,0.46666667,0.36862746,0.42875817,0.14201595,-0.2653323,0.054901987,0.041754648,0.79375,0.825,1
100080,0.5019608,0.53333336,0.38039216,0.47189546,0.08307959,1.4720198,0.022222131,0.029869337,0.51875,0.4020833333333333,1
100080,0.3647059,0.36078432,0.2509804,0.3254902,0.27758372,-0.21634068,0.122875825,0.07943692,0.646875,0.4375,1
100080,0.27450982,0.2901961,0.2,0.25490198,0.26896217,0.024925584,0.15816993,0.053775888,0.515625,0.8875,1
100080,0.58431375,0.59607846,0.42745098,0.53594774,0.045084443,-0.13255005,0.0941177,0.014930552,0.35625,0.4979166666666667,1
100080,0.39607844,0.43137255,0.4509804,0.4261438,0.031104434,1.2793396,0.014379084,0.009319011,0.884375,0.2875,1
100080,0.41568628,0.41568628,0.32156864,0.38431373,0.44439998,-0.4066524,0.10326797,0.09963862,0.78125,0.8,1
100080,0.59607846,0.57254905,0.43137255,0.53333336,0.04870437,-1.9797053,0.003921509,0.039331652,0.34375,0.5458333333333333,1
100080,0.5411765,0.5568628,0.4117647,0.503268,0.1798697,1.1071488,0.02352935,0.04696012,0.50625,0.4041666666666667,1
100080,0.23529412,0.2509804,0.16078432,0.21568628,0.34390992,2.9255078,0.31111112,0.07346397,0.55,0.88125,1
100080,0.54901963,0.5294118,0.40392157,0.49411765,0.042682637,2.6311052,0.09150335,0.041299473,0.646875,0.4645833333333333,1
100080,0.39607844,0.43529412,0.44313726,0.4248366,0.038673103,1.2977877,0.007843137,0.010074315,0.9625,0.2875,1
100080,0.48235294,0.48235294,0.38039216,0.44836602,0.29494908,-0.3425142,0.11764705,0.09351861,0.778125,0.7916666666666666,1
100080,0.4,0.4392157,0.4745098,0.4379085,0.04592563,1.4243122,0.0065359473,0.012683569,0.734375,0.2895833333333333,1
100080,0.21176471,0.18039216,0.13725491,0.1764706,0.16123849,-0.480175,0.07581699,0.04861411,0.653125,0.75625,1
100080,0.3882353,0.43137255,0.45490196,0.4248366,0.048235107,1.3370532,0.013071895,0.011786583,0.871875,0.2875,1
100080,0.4117647,0.4627451,0.49411765,0.45620915,0.028459398,1.4659201,0.010457516,0.010572304,0.503125,0.2916666666666667,1
100080,0.47058824,0.4862745,0.35686275,0.4379085,0.1321876,0.07331453,0.0104575455,0.03863829,0.7375,0.6416666666666667,1
100080,0.5058824,0.5372549,0.39215687,0.47843137,0.07461552,1.5108682,0.0026144385,0.029933373,0.346875,0.4104166666666666,1
100080,0.5803922,0.5803922,0.4392157,0.53333336,0.026978424,-0.11065834,0.0039215684,0.0099590225,0.3375,0.55625,1
100080,0.4,0.43529412,0.45490196,0.43006536,0.03391981,1.7251152,0.0065359473,0.01012963,0.946875,0.2875,1
100080,0.57254905,0.5529412,0.42745098,0.5176471,0.10387455,1.9606236,0.014379144,0.035401233,0.65,0.4020833333333333,1
100080,0.2627451,0.29411766,0.20392157,0.2535948,0.37723303,-3.098142,0.14248364,0.06229827,0.521875,0.88125,1
100080,0.49411765,0.49803922,0.37254903,0.45490196,0.29413545,2.6881373,0.054901928,0.07898685,0.3375,0.4583333333333333,1
100080,0.5411765,0.54901963,0.40392157,0.49803925,0.04664478,2.7996428,0.057516426,0.03034055,0.328125,0.44375,1
100080,0.5529412,0.5764706,0.42745098,0.5189543,0.05784685,-0.20749624,0.04575163,0.014360783,0.33125,0.5895833333333333,1
100080,0.40784314,0.4509804,0.4745098,0.44444445,0.025323747,1.5707964,0.019607842,0.009994122,0.396875,0.2916666666666667,1
100080,0.4117647,0.4509804,0.4862745,0.4496732,0.03520389,1.464812,0.011764705,0.010280031,0.4,0.2916666666666667,1
100080,0.5058824,0.50980395,0.38431373,0.46666667,0.25327694,-3.1239476,0.06928101,0.0647249,0.334375,0.4520833333333333,1
100080,0.50980395,0.50980395,0.3764706,0.46535948,0.13822716,2.9188328,0.009150386,0.052730136,0.33125,0.4479166666666667,1
100080,0.47058824,0.48235294,0.36078432,0.4379085,0.46921292,0.704494,0.25359473,0.09233923,0.64375,0.4458333333333333,1
100080,0.30980393,0.3254902,0.23529412,0.2901961,0.35092777,-2.870873,0.06405227,0.07292866,0.55,0.8770833333333333,1
100080,0.5882353,0.5764706,0.45490196,0.5398693,0.27525964,2.4059615,0.010457486,0.042714495,0.63125,0.3895833333333333,1
100080,0.4117647,0.4627451,0.49411765,0.45620915,0.030979369,1.4016954,0.007843137,0.010557494,0.515625,0.2916666666666667,1
100080,0.39607844,0.43529412,0.44313726,0.4248366,0.0360294,1.6951513,0.007843137,0.009645872,0.95625,0.2875,1
100080,0.41568628,0.4627451,0.50980395,0.4627451,0.033309188,1.7506499,0.0013071895,0.009799137,0.54375,0.2916666666666667,1
100080,0.23137255,0.28627452,0.18431373,0.23398693,0.18644221,-2.7566352,0.21830069,0.06390704,0.378125,0.875,1
100080,0.4117647,0.4627451,0.49803922,0.45751634,0.016654618,1.1071483,0.0013071895,0.007669086,0.484375,0.2916666666666667,1
100080,0.41568628,0.40784314,0.3254902,0.38300654,0.121831514,-2.9322073,0.018300653,0.069603205,0.553125,0.8229166666666666,1
100080,0.3529412,0.3372549,0.22352941,0.30457518,0.14699885,-0.34097892,0.036601305,0.07062989,0.65,0.43125,1
100080,0.41568628,0.4,0.28627452,0.36732027,0.3053419,-0.29706421,0.007843137,0.072678186,0.653125,0.4208333333333333,1
100080,0.4,0.4392157,0.4745098,0.4379085,0.03426154,1.5707964,0.005228758,0.012033681,0.721875,0.2895833333333333,1
100080,0.19607843,0.27450982,0.27058825,0.24705882,0.021994157,0.4939414,0.02745089,0.006927692,0.35,0.1583333333333333,0
100080,0.4117647,0.44705883,0.3254902,0.39477125,0.14367424,-2.819842,0.060130715,0.040164657,0.540625,0.8875,0
100080,0.5058824,0.5529412,0.39607844,0.48496735,0.0116343275,-0.87605864,0.009150267,0.003966816,0.165625,0.74375,0
100080,0.14117648,0.24313726,0.24705882,0.21045752,0.019985514,0.46364763,0.0039215684,0.0035215751,0.06875,0.0395833333333333,0
100080,0.5254902,0.5647059,0.43137255,0.5071896,0.0183956,1.9437841,0.0065359473,0.00424973,0.409375,0.2333333333333333,0
100080,0.5137255,0.5686275,0.36862746,0.48366013,0.021328274,-2.0032027,0.02222225,0.005431786,0.240625,0.5,0
100080,0.49803922,0.53333336,0.4117647,0.48104575,0.077925004,-0.5535342,0.027450949,0.01856994,0.13125,0.8270833333333333,0
100080,0.3137255,0.40784314,0.26666668,0.32941177,0.06666,-0.23684876,0.07581699,0.029835643,0.5125,0.9625,0
100080,0.49019608,0.54509807,0.49411765,0.50980395,0.024249474,-1.7561449,0.007843137,0.0104010785,0.653125,0.36875,0
100080,0.16078432,0.25490198,0.2627451,0.22614379,0.0044689304,1.5707964,0.003921598,0.001747781,0.23125,0.1375,0
100080,0.18039216,0.18431373,0.16078432,0.1751634,0.02926663,-2.884269,0.0,0.017166294,0.578125,0.675,0
100080,0.5137255,0.54509807,0.38431373,0.48104575,0.004342993,-1.0303823,0.002614379,0.0028497602,0.90625,0.6583333333333333,0
100080,0.47843137,0.5372549,0.36862746,0.4614379,0.0070659462,-0.32175058,0.0039215684,0.003022319,0.209375,0.4354166666666667,0
100080,0.41568628,0.4392157,0.42352942,0.4261438,0.02699894,1.9974239,0.002614379,0.006130312,0.403125,0.2833333333333333,0
100080,0.14117648,0.2509804,0.25490198,0.21568628,0.012857519,-2.9669206,0.009150326,0.0034747182,0.4375,0.0291666666666666,0
100080,0.49803922,0.52156866,0.3882353,0.46928108,0.013406707,1.2665972e-06,0.007843107,0.005006371,0.9625,0.74375,0
100080,0.43529412,0.38431373,0.31764707,0.37908497,0.05136532,-2.8473582,0.15816993,0.03221928,0.35,0.7333333333333333,0
100080,0.5254902,0.5647059,0.36078432,0.48366013,0.02459019,2.1840036,0.0026144385,0.0052319625,0.90625,0.5,0
100080,0.15294118,0.25490198,0.25882354,0.22222225,0.005266698,-1.4288975,0.003921598,0.0026993828,0.478125,0.025,0
100080,0.25490198,0.33333334,0.2901961,0.29281047,0.03805128,1.5120405,0.0039215684,0.012091124,0.271875,0.1791666666666666,0
100080,0.40392157,0.42745098,0.42745098,0.41960785,0.022689402,1.9756882,0.013071895,0.00682503,0.834375,0.28125,0
100080,0.50980395,0.53333336,0.42352942,0.4888889,0.012639948,-2.3561983,5.9604645e-08,0.005019747,0.721875,0.24375,0
100080,0.44313726,0.5921569,0.7372549,0.5908497,0.0090610515,2.9764397,0.0065359473,0.0027459038,0.703125,0.3375,0
100080,0.43529412,0.47843137,0.3529412,0.42222223,0.028750308,0.9324755,0.037908524,0.016275685,0.684375,0.8854166666666666,0
100080,0.50980395,0.57254905,0.3882353,0.4901961,0.09622263,0.054210756,0.007843256,0.016193997,0.090625,0.76875,0
100080,0.40784314,0.49411765,0.34509805,0.41568628,0.09015046,-2.473303,0.058823496,0.022400483,0.078125,0.93125,0
100080,0.3529412,0.45490196,0.31764707,0.3751634,0.18965188,0.60107374,0.011764705,0.037805945,0.228125,0.9416666666666668,0
100080,0.40392157,0.34509805,0.2627451,0.3372549,0.2626763,1.3911965,0.2601307,0.05633502,0.415625,0.51875,0
100080,0.13725491,0.23529412,0.2509804,0.20784314,0.012639948,-2.3561945,0.007843137,0.0026407847,0.146875,0.0520833333333333,0
100080,0.14117648,0.24313726,0.24705882,0.21045752,0.013028961,2.6011732,0.0039215684,0.0025481721,0.928125,0.1270833333333333,0
100080,0.49411765,0.54901963,0.35686275,0.4666667,0.0,0.0,0.0,0.0011121135,0.11875,0.4708333333333333,0
100080,0.4862745,0.5294118,0.39607844,0.47058824,0.021197805,-1.2490453,0.009150267,0.007156486,0.66875,0.38125,0
